title,abstract,subject,duration,url
Introduction To Time-Frequency Analysis And Wavelet Transforms,"The course introduces the basic concepts of time-frequency analysis such as joint energy density, duration-bandwidth principle, analytic signals, etc. and wavelet transforms, specifically, the continuous and discrete versions. A short review of Fourier transforms will be presented at the start of the course.",ch,8,/noc/courses/noc15/SEM1/noc15-ch01
Introduction To Turbomachinery,"The objective of the course is to provide a framework to discuss different kinds of turbomachinery through a unified approach. The material presented is intended for undergraduate and graduate students apart from professional engineers in the industry engaged in the analysis and development of turbomachinery. Coverage begins with the fundamental concepts, the equations of motion in a rotating system, and the Euler equation for turbomachinery. This is followed by the gas turbine cycle, similarity rules, and cascade flow analysis. The reader is then focused on flows through compressors and turbines, including a brief discussion on the secondary flow, tip clearance, blade cooling, surge, and stall. The course will be concluded with a discussion on CFD in the design and analysis of turbomachinery. ",e1,12,/noc/courses/noc21/SEM2/noc21-me127
Introduction To Urban Planning,"The course is meant primarily for Under graduate students to familiarize with the urban planning issues, objectives, framework, process, techniques and components. The subject also exposes the students about various planning legislation and norms. This subject is comprehensive subject which makes students learn about urban agendas and tools in very succinct manner and this subject is particularly useful for the students to prepare for the GATE Exam. ",ar,8,/noc/courses/noc21/SEM2/noc21-ar12
Introduction To Western Political Thought,"One of the major objectives of this course is to introduce the students to the key debates and ideas in Western political thought. It is hoped that familiarity with the ideas or concepts of some major western political thinkers will help the students to understand different perspectives and approaches to state, politics, government, sovereignty, citizenship and so on. It is also hoped that this course will enable the student to make sense of and interpret the major developments and key debates in the political debates and discussions in any contemporary society and polity.",hs,12,/noc/courses/noc20/SEM2/noc20-hs61
Introduction To Wireless And Cellular Communications,"An in-depth understanding of the wireless channel and the related impairments (multipath, fading), small-scale and large-scale propagation effect. 	Understanding of the design of cellular systems.	Detailed discussion of Multiple Access (TDMA/CDMA/OFDM), Antenna diversity, MIMO, Wireless Channel Capaty. 	Computer simulations of wireless systems .	Exposure to current and emerging wireless and cellular systems (LTE, 802.1)",cs,12,/noc/courses/noc17/SEM2/noc17-cs37
Introductory Course In Real Analysis,This is a basic course in Real Analysis which is a back bone of  any course on pure &  applied Mathematics and Statistics. This is a very useful course for any branch of science and engineering. The present course has been designed to introduce the subject to undergraduate/postgraduate students in science and engineering. The course contains a good introduction to each topic and an advance treatment of theory at a fairly understandable level to the students at this stage. Each concept has been explained through examples and application oriented problems,ma,12,/noc/courses/noc17/SEM1/noc17-ma03
Introductory Neuroscience & Neuro-Instrumentation,"This course is a systems, design-oriented course aimed to provide exposure to Neuroscience and its importance in the real world. Neuroscience and Neuro- Instrumentation are popular research areas and this course is an introduction to both. The emphasis is on Electro-physiology with an introduction to standard Biological Stimulators and signal conditioning circuits. Expected course outcomes: ? Introduction to EEG and Event-Related Potentials (ERPs). ? Introduction to Brain-Computer Interface (BCI) and its applications. ? Applications using ERPs to screen for disorders of Cognition. ? Introduction to ERP stimulators and signal conditioning circuits. ? Demonstration of EEGLab and ERPLab for EEG and ERP signal processing",ee,12,/noc/courses/noc20/SEM2/noc20-ee95
Introductory Non-Linear Dynamics,"This course is designed to introduce students to the basic ideas of dynamical systems, stability, and chaos, largely using iterative mappings as the model. The course will largely focus on qualitative ideas and will require students to explore dynamics through simulations (MATLAB will be adequate). ",cy,4,/noc/courses/noc19/SEM2/noc19-cy33
Introductory Organic Chemistry I,"This course focuses on organic chemistry, the chemistry of carbon. Carbon based compounds; the organic compounds are the building blocks of life on earth. From biological molecules such as nucleic acids to polymers in plastic, they are omnipresent. Synthetically made compounds such as pharmaceutical drugs, paints and oils find wide use in our day-to-day life. This course highlights the fundamentals of organic chemistry. Topics such as structure, physical properties, and chemical reactivity of various organic compounds will be discussed in detail. This course also builds fundamentals of organic chemistry such as resonance, conformational analysis and stereochemistry. Study of various functional groups such as carboxylic acid derivatives, aldehydes, ketones, etc. will be conducted in detail. In short, welcome to a course explaining the molecular basis of chemistry around you.  ",cy,8,/noc/courses/noc19/SEM2/noc19-cy20
Introductory Organic Chemistry II,"This course focuses on organic chemistry, the chemistry of carbon and carbon compounds.Stemming from the Introductory Organic Chemistry I, this course builds important concepts in chemistry of organic compounds and their reactions.",cy,8,/noc/courses/noc21/SEM2/noc21-cy46
Introductory Quantum Mechanics,This is the first course in Quantum Mechanics. The focus of the course is going to be the ideas behind quantum mechanics and its application to simple systems. The course is taught along the lines of development of quantum mechanics so that students get a good feeling about the subject.,ph,8,/noc/courses/noc17/SEM1/noc17-ph03
Iron Making,"This subject will provide you with the relevant knowledge that is necessary to any Metallurgist/Materials/Chemical engineer to pursue the higher levels of study. The course develops the studentâs understanding of iron making through a learning progression beginning with introduction of iron making blast furnace and ending with alternative route of iron making.  Thus, the subject deals with the description of raw materials and agglomeration along with their properties. This follows with the charging of materials in the blast furnace, which leads to the description of various physico-chemical phenomena along with transport processes that are occurring in the various zones of a blast furnace.  Further it discusses about the productivity and irregularities aspects of the blast furnace along with the environmental impact and carbon capturing. Finally, the course ends with a brief overview of the various alternate processes which are emerging out to produce iron. ",mm,8,/noc/courses/noc18/SEM1/noc18-mm09
Ironmaking And Steelmaking,"The emphasis on extractive metallurgy including ironmaking and steelmaking has been diluted significantly to accommodate newer courses on structure, properties and processing of different kinds of advanced materials.This is in contrary to the fact that India is going to be the second largest producer of crude steel in the world. Besides, after globalization of market, we stand in cut-through competition for day to day innovation in steel processing. Based on changing scenario a conceptual, fundamental and more quantitative course is desirable. Keeping in view of the above consideration, the course has been designed.",mm,12,/noc/courses/noc20/SEM2/noc20-mm23
Irrigation And Drainage,"Agricultural engineers have been applying scientific principles for the
optimal use of natural resources in agricultural production for the benefit
of humankind. This particular course deals with application of both
irrigation and drainage principles in agriculture for achieving profitable
crop production with minimal environmental implications. This is one of
the core courses of Agricultural Engineering program recommended for
under graduate and graduate students. In this course we will focus on soilwater-
plant-atmosphere relationship, crop water requirement, irrigation
scheduling, irrigation water conveyance, measurement of irrigation water,
water application methods, irrigation systems design and their
performance evaluation, drainage of agricultural lands, management of
salt affected soils, performance evaluation of drainage systems, ground
water hydrology, irrigation wells and water-lifting devices-pumps. It
involves weekly quizzes, in-class numerical problem solving, assignments
and class tests.",ar,12,/noc/courses/noc18/SEM2/noc18-ar07
Issues In Bioethics,"The purpose of this course is to introduce students to bioethics by discussing a few contemporary issues. To understand and appreciate them we need to adopt an interdisciplinary approach where biological, medical, philosophical and sociological aspects have to be considered. In actual contexts practitioners often have to negotiate with a number of issues which have cultural and religious implications and they may have to communicate these implications to patients who belong to different social backgrounds. This course addresses some of such issues and explores the ways in tackling them.",hs,4,/noc/courses/noc15/SEM2/noc15-hs14
Joining Technologies For Metals,"It is proposed to include following joining technologies of commercial importance under different groups of processes A) Fundamentals of Metal Joining Technologies: mechanisms for obtaining metallic continuity: fusion, deformation, diffusion, chemical interactions B) Fusion based processes: principle of fusion welding processes, oxy-fuel has welding, common arc welding processes, laser beam welding, spot welding processes, newer variants of fusion welding processes C) Solid-liquid joining processes: brazing and soldering, braze welding, cold metal transfer welding, D) Solid state joining processes: diffusion bonding, ultrasonic welding and explosive welding and E) Adhesive joining: design, procedure, and applications F) Metallurgical Aspects of Welding: weld thermal cycle, solidification of weld metal, weldability of carbon steel, alloys steel, stainless steels, and aluminium alloys, Fe-C, CCT and schaffler diagram for understanding the metallurgical transformation in weld and heat affected zone., basics of residual stresses G) Common issues related with joining technologies their causes and remedies: hardening and softening of heat affected zone, porosity, cracking.",me,8,/noc/courses/noc17/SEM1/noc17-me09
Joy Of Computing Using Python,"A fun filled whirlwind tour of 30 hrs, covering everything you need to know to fall in love with the most sought after skill of the 21st century. The course brings programming to your desk with anecdotes, analogies and illustrious examples. Turning abstractions to insights and engineering to art, the course focuses primarily to inspire the learnerâs mind to think logically and arrive at a solution programmatically. As part of the course, you will be learning how to practice and culture the art of programming with Python as a language. At the end of the course, we introduce some of the current advances in computing to motivate the enthusiastic learner to pursue further directions.",cs,12,/noc/courses/noc19/SEM1/noc19-cs09
Knowledge Management,"This course addresses contemporary issues in managing knowledge, intellectual capital and other intangible assets by discussing the fundamental concepts of knowledge and its creation, acquisition, representation, dissemination, use and re-use, the role and use of knowledge in organizations and institutions, KM systems and its application in knowledge generation and transfer, and in the representation, organization, and exchange of knowledge, knowledge codification and system development, its testing, KM tools and portals, and finally ethical, managerial and legal issues in knowledge management.",mg,8,/noc/courses/noc17/SEM1/noc17-mg07
Landscape Architecture And Site Planning - Basic Fundamentals,"In the event of rapid urbanization there is a trend of fast depletion of natural resources especially the vegetation. Depletion of natural ground-cover and Landscape is one of the major sources of natural hazards, such as Landslide, Flood, Heat Island, Soil erosion etc. There is growing interest in this field of knowledge.  This course is tailored very effectively to introduce all aspects of Plant sciences, Planting design techniques, Garden maintenance and management. This course would be very useful for the students as well as practicing architects, planner, engineers and common people.  The lectures would be supported with real-time illustrations through sketches and analysis, in addition to the digital illustrations time to time. These would result in easy comprehension by the students of different level of ability and exposure.  Multiple illustrations with case studies would be the strength of this course disseminated with lucid lectures.",ce,8,/noc/courses/noc17/SEM1/noc17-ce01
Language And Society,"Language is central to our existence. It is hard to think of ourselves, our societies, and culture without language. Language is a primary means of socialization. It interacts with the social, political and economic power structures. It is the primary medium for the construction and transmission of knowledge and for the articulation of ideas. In short, language constitutes humans and their identities. All people either utilize varieties of a language or use two or more languages to respond to a whole range of affective and interpersonal demands; language by definition must be defined as multilingualism. The primary objective of this course is to examine relationship between language and society with respect to the nature of language.",hs,4,/noc/courses/noc15/SEM2/noc15-hs13
Laplace Transform,"Laplace transform is a fundamental tool in integral calculus. It is used to solve various types of differential equations, difference equations, integral equations etc., which arise naturally in engineering and basic sciences. Laplace transform techniques are therefore very useful for applications in science and technology.",ma,4,/noc/courses/noc20/SEM2/noc20-ma43
Laser: Fundamentals And Applications,"A Laser is a device that emits light through a process of optical amplification based on the stimulated emission of electromagnetic radiation. Because of its extremely high degree of monochromaticity, coherence, directionality, polarization, and power, etc., laser radiation or light has been widely used in high resolution spectroscopy and imaging, chemistry, optical communications, biomedicine, defense industries, etc. This course is intended for students who need to understand the basic principles of how lasers work and their main properties. This course provides the students a thorough understanding of the fundamentals of lasers: their unique properties, their operations and their applications. It will equip the students with the knowledge of how a coherent light is generated and amplified, the techniques behind different lasers design, and applications of lasers in spectroscopy, chemistry, medicine, biology, military and other areas.",cy,8,/noc/courses/noc17/SEM2/noc17-cy07
Laws Of Thermodynamics,"Thermodynamics is the branch of science that describes the basic laws and principles governing the processes of transfer and transformation of energy along with the changes in properties of the substances affected by such processes. The laws are formulated from observations in nature. The basic principles as corollaries of the laws are established through logical deductions following the laws. The science of thermodynamics also provides the relationships of the properties of substances for their use in determining the changes of properties in physical processes performed by the substances. The subject thermodynamics is of prime importance as a foundation pillar of all branches of engineering, since technological processes and their developments involve transfer and transformation of energy.
In the present course we will discuss the laws of thermodynamics and its corollaries. The discussion will be based on physical concepts, mathematical expressions and illustrated examples of practical applications. This will not only clear the physical concepts of the students but will enable the students to get rid of usual misleading concepts in understanding the laws and their applications.",mm,4,/noc/courses/noc17/SEM2/noc17-mm16
LDPC And Polar Codes In 5G Standard,This course will introduce the error control codes â Low-Density Parity-Check codes and Polar codes - that have been proposed for 5G cellular communication systems. The emphasis will be on implementing decoders for these codes. ,ee,4,/noc/courses/noc19/SEM1/noc19-ee29
Learning About Learning : A Course On Neurobiology Of Learning And Memory,"In this course we propose to teach the rules governing learning and how they result in storage of information in the form of memory. The course structure is such that the lectures introduces the student/listener to the fundamental rules that determine learning through a historical perspective. Such a design helps the listener/student to understand how these rules came about, what were the experimental observations that led to the rules. In the course we will be using these rules and apply to various situations and experimental setting and analyse the behavioral outcomes.   The framework for understanding associative learning is presented in the first few lectures followed by reinforcement learning/instrumental conditioning. In the end synergistic views of both the learning are presented followed by description of some of the modern behavioral paradigms. Towards the later part of the course the lectures connect these behavioral studies to molecular underpinnings",bt,4,/noc/courses/noc19/SEM1/noc19-bt12
Learning Analytics Tools,"Learning analytics is a method to collect, measure, analysis and reporting of data about learners and their interactions with a learning environment. Learning analytics is applying analytics on educational data to infer the student learning process and to provide support.
Learning analytics is important course in the data era and it will help the learner to apply analytics on data from education domain and help the students to learn.",cs,12,/noc/courses/noc20/SEM2/noc20-cs89
Legal And Regulatory Issues In Biotechnology,"This course describes the convergence of scientific, regulatory, and commercial factors that drive the biotechnology industry; Equip students to understand the development cycle of a biotechnology derived product from legal and regulatory perspective; This course will introduce students to the interrelated fields of patent law, regulatory law, and contract law that are vital to the biotech and biopharmaceutical sectors; The course will present core concepts in a way that permits students to use them throughout their corporate, academic, and government careers; Create human resource with basic understanding of biotechnology and law which will contribute towards greater protection and commercialization of inventions.",lw,4,/noc/courses/noc21/SEM2/noc21-lw04
Legal Compliance For Incorporating Startup,Engineering start up is an area of interest to science and engineering students and the Government is also actively supporting this process. Business compliance requirement in India is very high. So it poses difficulty to the young entrepreneurs as to how and what form of business organization to choose for their start-up. This course is aimed at educating the students in that direction,hs,4,/noc/courses/noc16/SEM1/noc16-hs06
Life Cycle Assessment,"This course will introduce students to the fundamental concepts related to interaction of industrial and environmental/ecological systems, sustainability challenges facing the current generation, and systems-based approaches required to create sustainable solutions for society.  Students will understand the concepts and the scientific method as it applies to a systems-based, trans-disciplinary approach to sustainability, and will be prepared to identify problems in sustainability and formulate appropriate solutions based on scientific research, applied science, social and economic issues.  The basic concepts of life cycle assessment (LCA) will be discussed, along with life cycle inventory (LCI) and life cycle impact assessment (LCIA) including the social and economic dimensions.  The application of life cycle assessment methodology using appropriate case studies will be presented.",ce,8,/noc/courses/noc17/SEM1/noc17-ce10
Linear Regression Analysis ,"The course focuses on the topics of  linear regression analysis. The emphasis will be more on the development of tools from the statistical theories and concept along with their utility in real life data applications. The course starts with a description of need of regression analysis and lays the foundation of simple linear regression model.This includes the details of least squares estimation and maximum likelihood estimation of parameters along with the topics of prediction, testing of hypothesis and confidence interval estimation related to regression parameters. Then the topic of multiple regression model is considered which extends the topics covered in earlier chapter in a case when the number of independent variables are more than one.The tools for model adequacy checking like residual analysis, predictive residual sum of squares, outliers and lack of fit are discussed in the next chapter. The transformation and weighting methods to correct the model adequacies are discussed along with variance stabilizing transformation, and Box Cox transformation are discussed in the next chapter.The generalized least squares estimation and its properties are discussed next. Various type of diagnostic tools to test for the leverage and influential points, polynomial regression model, dummy variable models, variable selection, problem of multicollineariity, problem of hetroskedasticity, Logistic regression models and Poisson regression model are the other topics to be discussed in the course.",ma,12,/noc/courses/noc15/SEM1/noc15-ma03
Linear Regression Analysis And Forecasting,"Forecasting is an important aspect of any experimental study. The forecasting can be done by finding the model between the input and output variables. The tools of linear regression analysis help in finding out a statistical model between input variables and output variable which in turn provides forecasting. For example, the yield of a crop depends upon the area of crop, quantity of seeds, rainfall etc. The statistical relation between yield and area of crop, quantity of seeds, rainfall etc. can be determined by the regression analysis and forecasting can be done to know the yield in future. The accuracy of forecasting depends upon the goodness of obtained model. What are its steps and checks required to obtain a good model and in turn, how to do forecasting is being aimed to be taught in this course.",ma,4,/noc/courses/noc17/SEM1/noc17-ma08
Linear System Theory,"This course will provide a thorough introduction to the theory of Linear Systems with emphasis
on Control related concepts. First, mathematical models describing the fundamental properties
that govern the behavior of systems will be developed. We will cover time invariant, time
varying, continuous and discrete time systems. This course will cover concepts of stability,
controllability, observability, design and serve as necessary foundation for further study in the
area of systems and control.",ee,12,/noc/courses/noc19/SEM2/noc19-ee43
Linear Systems Theory,"This course will provide a thorough introduction to the theory of Linear Systems with emphasis
on Control related concepts. First, mathematical models describing the fundamental properties
that govern the behavior of systems will be developed. We will cover time invariant, time
varying, continuous and discrete time systems. This course will cover concepts of stability,
controllability, observability, design and serve as necessary foundation for further study in the
area of systems and control.",e1,12,/noc/courses/noc21/SEM2/noc21-ee113
Literary And Cultural Disability Studies: An Exploration,"Like other human conditions, disability offers a unique vantage position in the understanding of cultural expressions such as literature, folklore, and film. Such a vantage position derives from disabilitys capacity to offer novel frameworks for interpreting academic institutions such as literary criticism. Why that should be the case? 

Human capacities, abilities, vulnerabilities, and a spectrum of sentiments determine how long, and in what direction an idea travels. Likewise, conditions such as madness may instill newer narrative dispersions that one can ill afford to ignore. Literary and Cultural Disability Studies (LCDS) is the most appropriate forum for examining such narrative maneuverings. That said, LCDS is much more than that. For example, as a lens for exploring literary and cultural arrangements, LCDS may aid us in addressing the following questions differently:

1 The canon question.
2 The art of interpretation involving text and contexts.
3 The multilingual question. To comprehend the enduring connect between disability politics and the multilingual question, we have an elaborate workshop on Indian Sign Language (ISL). And 
4 Interdisciplinarity and the problem of accommodation. 

An engagement with these questions renders LCDS as a sequel to my introductory course on Disability Studies. Students pursuing masters in literature, culture, and social sciences broadly may appreciate the diversity of content in this course. For those who are pursuing doctoral and postdoctoral research, this course may come handy too. It hosts lectures and conversations on methods, frameworks, and approaches concerning culture, language, and politics. In sum, students from humanities and social sciences may relish myriad cultural debates surrounding disability, as much as its treatment as an interpretative method. ",hs,12,/noc/courses/noc21/SEM2/noc21-hs58
Literary Theory And Literary Criticism,"The course presents an overview of major trends in literary criticism and literary theory. It traces the key topics in these domains beginning from the classical times of Aristotle, Plato and Longinus till more recent theoretical trends, such as film studies, gender studies and Eco criticism.",hs,8,/noc/courses/noc15/SEM1/noc15-hs01
Literature For Competitive Exams,"The course is designed and developed to suit the needs of those students who aim to appear for competitive exams with English Literature as their core subject. It will be useful for those who aspire towards acing competitive exams with literature in English as the main subject and/or want to pursue a higher academic degree, particularly as researchers, in India or abroad. The course includes major works,  historical developments, sub-disciplines, movements and trends in English, American and also World literature. The participants will also gain an understanding about the key literary figures of all time and their contribution to their respective literary scene.
",hs,8,/noc/courses/noc17/SEM2/noc17-hs20
Machine Learning For Engineering And Science Applications,"Recent applications of machine learning have exploded due to cheaply available computational resources as well as wide availability of data. Machine Learning (ML) techniques provides a set of tools that can automatically detect patterns in data which can then be utilized for predictions and for developing models. Developments in ML algorithms and computational capabilities have now made it possible to scale engineering analysis, decision making and design rapidly. This, however, requires an engineer to understand the limits and applicability of the appropriate ML algorithms. This course aims to provide a broad overview of modern algorithms in ML, so that engineers may apply these judiciously. Towards this end, the course will focus on broad heuristics governing basic ML algorithms in the context of specific engineering applications. Students will also be trained to implement these methods utilizing open source packages such as TensorFlow.",cs,12,/noc/courses/noc19/SEM1/noc19-cs14
Macro Economics,"The course elaborates on the effectiveness of alternative stabilization policies in long run and cyclical Macroeconomic 

Theory. Assuming that a student has no prior knowledge of the subject, the course begins with a general discussion on how 

Macroeconomics is different from Microeconomics, common macroeconomic variables, the distinction between very long run Growth 

s Law, the structure of a 

macroeconomic model, and a brief statement on various policy results that follow from the alternative schools of thought (eg classical, 

Keynesian, new classical etc). The next topic is entirely devoted to National Income Accounting methods, price indices and 

unemployment rate. The Classical model is developed in the following topic, followed by the Keynesian Cross Model, Investment, IS-

LM model, and the complete Keynesian model in subsequent topics. The course ends with a description of the Balance of Payments 

account, exchange rate systems, and an extension of the IS-LM model to the open economy. Both Monetary and Fiscal policy are 

discussed at length in the context of all these structural models.",hs,12,/noc/courses/noc15/SEM1/noc15-hs08
Manage TB,"The National Institute for Research in Tuberculosis (NIRT), Chennai is one of the premier institutes of the Indian Council of Medical Research (ICMR), Department of Health Research (DHR) of Govt. of India. It is an internationally reputed institution for TB research and a WHO Collaborating Centre for TB Research and Training.
ICMR-NIRT is offering an Online course for Doctors on tuberculosis (TB). Manage TB is an Online course designed to provide basic information about TB infection and disease and their management. The participants will be provided with an overview of the extent of the TB burden globally and nationally, its pathogenesis, diagnostic modalities, treatment regimens, prevention strategies and efforts towards TB elimination. National and International guidelines will be elaborated and new TB drugs, vaccines and diagnostics will be introduced.",ge,8,/noc/courses/noc18/SEM2/noc18-ge10
Management Accounting,"Management accounting is a subject of recent origin which has facilitated the managerial decision making more effectively and efficiently. The tools & techniques of management accounting are very useful for strategic managerial decisions facilitating cost control, profit maximization, organizational planning and control. Innovative costing techniques like ABC and responsibility accounting help the business organizations to sustain in a competitive global scenario and expand their product lines and markets. Management control systems help the businesses to use their scarce resources efficiently and effectively and contribute in the maximization of the firm value. ",mg,12,/noc/courses/noc19/SEM2/noc19-mg36
Management Information System,"Rapidly emerging technologies and their new applications by businesses make it extremely challenging for managers to stay abreast and arrive at crucial business decisions related to investments in Information Technology and Systems. This course introduces the students to existing and upcoming technologies, wide variety of their applications for business and e-Commerce, and issues involved in their management.",mg,12,/noc/courses/noc20/SEM2/noc20-mg60
Management Of New Products And Services,This is a post graduate level course on New Product/service Development. The objective of the course is to familiarize the participants with methods for identifying opportunities and how to convert the opportunities into commercially viable products and services. Participants will be provided with case illustrations of theoretical concepts . After attending the course participants will be familiar with various steps of new product development  and will be able to prepare marketing plans for successful commercialization of their ideas.,mg,4,/noc/courses/noc18/SEM1/noc18-mg03
Managerial Economics,"This course will introduce the students to different concepts, theories, tools and schools of thoughts in economics and their application on business decision/research problem.",mg,12,/noc/courses/noc20/SEM2/noc20-mg67
Managerial Skills For Interpersonal Dynamics,"Objective: 
The course discusses how self-management skills can be extremely attractive to employers. Next, it focuses on three types of work relationships every professional faces -- relationships with direct reports, peers, and bosses. Each of these relationships has rewards and challenges. The course discusses the characteristics that predict professional and personal success, as well as why some high potential individuals excel on the job while others derail. It also focuses on the student participation and the assignment work.",mg,12,/noc/courses/noc20/SEM1/noc20-mg08
Managing Intellectual Property In Universities,"Intellectual property (IP) help universities to improve their ranking, establish an innovation ecosystem, incubate knowledge-based start-ups, earn additional revenue and measure research activity. Managing intellectual property at Universities can be critical as regulatory authorities push for establishing innovation ecosystems and IP centres. The University Grants Commission (UGC) has asked all universities to set up IP centres. The National Institute Ranking Framework (NIRF) ranks institutions based on the number of patents applied for, granted and commercialised. The National Assessment and Accreditation Council (NAAC) awards points to institutes with an innovation ecosystem and a facility for identifying and promoting IP. Both the UGC and All India Council for Technical Education (AICTE) recommend changes to the curriculum with a focus on IPR education in technical institutes.

Every stakeholder in an university, be it the administrators, the professors, the researchers or the students, now need to know the basics of intellectual property and learn how to identify, protect, manage and commercialise them.

Those who take this course should be able to:
Identify the different types of intellectual property generated by universities;
Understand the need for an innovation ecosystem and the benefits it brings to universities;
Know the requirements for setting up an IP centre and get practical training on how IP centres function; and
Learn how startups can be incubated in universities.

This course will include practical training (optional) on the setting up and running an IP centre using a free account at www.techgrapher.com
",hs,4,/noc/courses/noc19/SEM1/noc19-hs30
Managing Services,"Service is the key economic engine for most developed countries and also for emerging economies like India.  This course focuses on the interdisciplinary nature of Service Management seamlessly spanning Marketing, Operations, Technology and People Management. New Service Business Models will be explored that seek to balance People, Planet concerns with Profit objectives.",mg,8,/noc/courses/noc15/SEM2/noc15-mg07
Manufacturing Of Composites,"Selecting manufacturing technique has emerged as one the paramount challenge in the field of composites. Composites are now being used in almost every field of industry, and students working in the area of the composites need to learn the basics, and progressive techniques of composites manufacturing. This course covers the important aspects of composites manufacturing: process selection guidelines, thermoset ad thermoplastic Composites manufacturing processes, process parameters and characterizations. Applications and use of each manufacturing process is focused and this is represented separately.",me,8,/noc/courses/noc17/SEM2/noc17-me14
Manufacturing Process Technology,"This is an introductory level course in Manufacturing Process Technology Part II is mostly meant for Undergraduate engineers. At the heart of any manufacturing system is a set of processes which change the size, shape and form of raw materials into the desirable thus giving an industrial nation the power of growing. This course is an introductory course for engineering professionals who would like to take up careers in manufacturing particularly at the process level and also for professionals who are already in manufacturing careers and would like to see the technological changes that the manufacturing processes have witnessed in the last about 5 decades.
",me,12,/noc/courses/noc19/SEM1/noc19-me20
Manufacturing Process Technology - II,"This is an introductory level course in Manufacturing Process Technology Part II is mostly meant for Undergraduate engineers. At the heart of any manufacturing system is a set of processes which change the size, shape and form of raw materials into the desirable thus giving an industrial nation the power of growing. This course is an introductory course for engineering professionals who would like to take up careers in manufacturing particularly at the process level and also for professionals who are already in manufacturing careers and would like to see the technological changes that the manufacturing processes have witnessed in the last about 5 decades.",me,8,/noc/courses/noc16/SEM2/noc16-me17
Manufacturing Process Technology -Part I,"This is an introductory level course in Manufacturing Process Technology Part I is mostly meant for Undergraduate engineers. At the heart of any manufacturing system is a set of processes which change the size, shape and form of raw materials into the desirable thus giving an industrial nation the power of growing. This course is an introductory course for engineering professionals who would like to take up careers in manufacturing particularly at the process level and also for professionals who are already in manufacturing careers and would like to see the technological changes that the manufacturing processes have witnessed in the last about 5 decades.",me,8,/noc/courses/noc16/SEM1/noc16-me03
Manufacturing Processes - Casting And Joining,"This course is intended to introduce the characteristic features of casting and welding processes. Process characteristics, analysis, and design criteria of various casting and welding processes will be discussed in detail with examples and video clips from industries. Typical numerical examples will be
discussed to help the students understand the theory in a better way. The course is designed for undergraduate engineering students as a part of the core course on Manufacturing Technology as well as for practicing engineers.",me,4,/noc/courses/noc21/SEM1/noc21-me40
Manufacturing Strategy,"The aim of this course is to provide a treatment to manufacturing functions to gain competitive advantage. Normally, operation activities are considered reactive in nature. Therefore, organizations are not able to use operation function for competitiveness. W.Skinner wrote the seminal artivle in HBR in 1969 to highlight the role of manufacturing in corporate strategy. This course will discuss the process of formulation of manufacturing strategy and will also discuss various tools and techniques for making a world class organization. This course will have a right blend of theory and case discussions.  ",mg,8,/noc/courses/noc19/SEM1/noc19-mg20
Manufacturing System Technology Part 1 & 2,"This is an introductory level course in Manufacturing Process Technology. Part I is mostly meant for Undergraduate engineers. At the heart of any manufacturing system is a set of processes which change the size, shape and form of raw materials into the desirable thus giving an industrial nation the power of growing. This course is an introductory course for engineering professionals who would like to take up careers in manufacturing particularly at the process level and also for professionals who are already in manufacturing careers and would like to see the technological changes that the manufacturing processes have witnessed in the last about 5 decades. 

This is an introductory level course in Manufacturing Systems Technology and management(part-II). For most enterprises, the long term goal is to stay in business, grow and make profits.This is particularly true for manufacturing enterprises, which must understand the dynamic changes that are taking place in business environment and are flexible enough to change at every level. This course is an introductory course for engineering professionals who would like to take up careers in manufacturing and also for professionals who are already in manufacturing careers and would like to see the technological changes that manufacturing paradigm has witnessed in the last 3 decades.",me,12,/noc/courses/noc16/SEM2/noc16-me18
Manufacturing Systems Technology,"This is an introductory level course in Manufacturing Systems Technology and management. For most enterprises, the long term goal is to stay in business, grow and make profits. This is particularly true for manufacturing enterprises, which must understand the dynamic changes that are taking place in business environment and are flexible enough to change at every level. This course is an introductory course for engineering professionals who would like to take up careers in manufacturing and also for professionals who are already in manufacturing careers and would like to see the technological changes that manufacturing paradigm has witnessed in the last 3 decades.
",me,8,/noc/courses/noc15/SEM2/noc15-me07
Manufacturing Systems Technology I & II,"This is an introductory level course in Manufacturing Systems Technology and management. For most enterprises, the long term goal is to stay in business, grow and make profits. This is particularly true for manufacturing enterprises, which must understand the dynamic changes that are taking place in business environment and are flexible enough to change at every level. This course is an introductory course for engineering professionals who would like to take up careers in manufacturing and also for professionals who are already in manufacturing careers and would like to see the technological changes that manufacturing paradigm has witnessed in the last 3 decades.",mm,12,/noc/courses/noc17/SEM2/noc17-mm13
Manufacturing Systems Technology Part I & II,"This is an introductory level course in Manufacturing Systems Technology and management. For most enterprises, the long term goal is to stay in business, grow and make profits. This is particularly true for manufacturing enterprises, which must understand the dynamic changes that are taking place in business environment and are flexible enough to change at every level. This course is an introductory course for engineering professionals who would like to take up careers in manufacturing and also for professionals who are already in manufacturing careers and would like to see the technological changes that manufacturing paradigm has witnessed in the last 3 decades.
",me,12,/noc/courses/noc19/SEM2/noc19-me45
